org;pro;COG;cat;annotation;pattern
 577 ; 1548 ; COG0671 ; I ;Membrane-associated phospholipid phosphatase; ||-||||||||--||||||-|--||||||||||||||||||||-||||||||||||-|--|||-||||||-----||-|||----||||||||||||-|||||||||||||||||||-||||||||||||||||||||||||||||||||||||||-||-||||||||||-||||||||||||||||||||||-||||||||||||||||--|||||||||||||||||||--|-|-||||-||||-|||||||-|||||--|-|||||||--|-||||||--||-||||||||||||||||||||||||||||||-||||||||||||||--|||-||-||||-|||||||||||-||-|-||||-|-------|-|-|||-|||-|||||||||--||||||||||--|||--|||---|--||||||-||||||||||-||||-|||||||-||||||-|--||||||||-||||-|||||||||-||||||---|||||||-||||-|||--|--||||--|-|||-||-|-|||||||||||--|-|||-||-|||||||||||-|---||||||-|-||||||||||||||||||||-||||||||-||-||||||||-|||||||||||-|||||||||||--||||-|-||||-|||||||---||--|||-||-||-|--|||||||||||||-|||||||| 
 561 ; 3599 ; COG0673 ; R ;Predicted dehydrogenase; ||-||-||||-||--|-||||-||||||||||||||||||||||||--|||||||-|||---|-|-|||||||-|--|||-|-|||||||-|||||||||||||||||||||||-|--|||||||-|||||||--|||||||||-||||||--||||-|-||||-|||||-|-||||||||||||||||||||-||||||||||||||||--||||||||||--|||||||--|--||||||--||||||||||||||||||||||||||||||||||||||--|||||||||||||||||||||||||||||||||-|-||||-||||-|||||||||-||||||-||||||||||||||--|||-|----|--|||||--|||-||||||||||-|||||||||||-|||||-||||--||||||----|||||-||||||||||||||---|||||||-|--||||-|--||||||||-||--||-|||||----|||-|-||||-|-|--|-||-|||||||-||||||||--||-||||||||||--|--||||||||-|||||-|---|||-||||--|--||||---||-|||----||||||||||--||||||||-||||--|||---|||||||-||---||||-|-||-|-||||-||||||||||||||||||||||-||||||||||||||--|---| 
 449 ; 763 ; COG0679 ; R ;Predicted permease; -----|||||--||---||----|--||--|||||--|||||||||||||-||-----||--||--|-||-----------|--|------|-||-|-|-||||||||||-|-||||-||-|||||-||||----|||-|||||--|---|||||-----||||||-||||-|-----|-||-|||-||-|------||----|-----|--|||-|----|----||-||-------||-|-----|||||||||||-|||||||||||||||-||-||||||||-|||-||--||||||||||||||||--||-|||---|||||-||||----|-||||||-||-|-||--|--|-----||--|----|--||||||||||||---|--|||||||--|||||||--||--|||||-|||||-|-||--||||||||||-|||||||||||||---|-||||||||||||||-|-|||||||||-||---|----||-||||||||--|||-||----||-||-|-|||||||---|||||||||-|-|||||||-||--|||||-|---||||-|||-||--|-||-|-||-||||-|||-|||||||||-||||||||-||||||||||----||||-|--|--||||-|-||||-||||-|||--||-|||||--||||||----|--|||-||-|---|---| 
 605 ; 726 ; COG0682 ; M ;Prolipoprotein diacylglyceryltransferase; -----------------------------------------------------------------------------------||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||-||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||-|||--|-||||||||||||||||||||||||||||||||||||||-|-|||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||-||||-||-|||||||||||||||||||||||||||||||||||||||||-||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||-|--|||||||||||||||||||||||||||||||||||--| 
 330 ; 796 ; COG0687 ; E ;Spermidine/putrescine-binding periplasmic protein; --|--------|-----|---|-||-|--|--|||||||--------------------------------------|--------||||--||-|--------|--|----||----|--------|----------|------|-|------|||||--|-----------|--|-|---------------------------------------------------|--|||||||||--|||||||||||||||||||||||||||||||||||-||---|||--||||||--||||||||||-||||-||-|--|-|--||-||----|-|-|||---|---|-|--|-----------|||||||||||||-|-||-||--|-|-||||-|||--|-||||--|||--|-|||-||-||||---|-|||--|||-|||||||||---||||--|-|--|-||||--||||||-|--|-|||-|||--|-|||||-|||-|||--|||--||---|----|-|-|-|--||-|-|-|||--|------------|||-|||||-|----|||-|-|-||--|||||-||||||-|---||||||-|----|-||||-|-|||||||||-|-|||||-|||||--|-||-|--|-|||||||------|--|-||----|-----|----|-|--||----||--- 
 625 ; 632 ; COG0691 ; O ;tmRNA-binding protein; -----------------------------------------------------------------------------------||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| 
 363 ; 379 ; COG0692 ; L ;Uracil DNA glycosylase; -------------------------------------------|-----------------------------------------------|||-||||-||-||||--|---||-|-||||||||||||||-||||||||||||-||||||-|||-||||||--------|||||||||||||||||||||||||||||||||||||||--||||||||||||-------||||||---|------|||--||-|---------------------|-----|-||||||||||||-||||||||||||||||||-||-|||----|||-|--||-|-||---------||--|----------|||||||||||--||-|||||-|------|--|-----------|--------|||----||-|---|-----|---|--|||------|-||||--------||||-||||||||--||||||||||||-|--|||||||||--||----||--||||-------|-|--|----||||--|||-|-||||||-|||||--||||||-|||||||||-|||||||||||||||-||||||||||--|-|||-||||||-|||||||||||||||||||-|||||---|||-|||||-|------------------|-------|----|--------|--|--- 
 528 ; 1269 ; COG0693 ; R ;Putative intracellular protease/amidase; --|-|-||-|-||-||-|-||||||||||||||||||||||||---|||-|||||||||||-|||||||||||-||-|---||-|-|||-|||||||-||-||||-||---|-|-||--|||||||-||||||-||||||||||||||||||-||||||-||||-|||||-|||||||||-||||||||||||--|||-||||-||||||--|||||||-||--||-------|-|-|-||||-||||||||||-||-|--|||--||||||||||-|||||-||--|||||||||||-|||||-|-|||||-||--||-|||--||||||---||||||--|||||||-|||||--|||---|-|||||||||-||----|||||-|||||||||--||-|||||||-||||--|||-|--|||||||--|||||-||||-||-|||||||--|||||||||--|--|||---||||-|||-||-|--|-||||---|||||||||||----||-|--|-||-|||||-|||-|||||-|||||||||-||||||||||-|-||||||------|||||-||-|--|||||||||-||||-|||||-|||-|-|-||||||||-||||||||||--|||||-||||-|-||||-|-||||||||||||||||---|---||-||||-||||||---||||||||-----| 
 373 ; 392 ; COG0696 ; G ;Phosphoglycerate mutase (BPG-independent, AlkP superfamily); -----------------------||||||||||||||||||---------|--|||-|--|---||-----------------|||--|--|--|------------||-||----------------------------------------------------|-----|||||||-||||||||||||||||-|||||||||||||||--||||||||||||||------------||||--|||||||||||||||||||||||||||||||||||||-|-|||||||||-||||---|||-|-|-||---|-|||--||||||-||-||||||||-|||||||||||||||||||||||-|||||||||||-|||||-|||-|---|-|||-|-|--------||-|||----|||-||------||---|---||--|---|--||---||-----||||--|-----|--|----||-|----|-|||--------|-----||--|-|----||--|-|||||||||-||||-||||||||||-|-|||||||-|--|-|-|-----|||||||---|--|-|||-|-|-||-|-|||||-|||||||--||----|---|||||||--|||||||----|||||||||----|--|||-|--------------|||||-|-|||----|-||-|-|-----| 
 401 ; 519 ; COG0698 ; G ;Ribose 5-phosphate isomerase RpiB; -----|--|-------||--------------------------------------------------------------------|||||||||||||||-||||||||||||-||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||--||||||||||----|||||------||||-||--|--|-|-|---------------|---------------|||||||-|||||---||||--|-||||||-|||||||||||-||||||||||||||||||||||||||||-|||||||||-|||--|-|||||||||||||-||||-|--|||---|||-|-||-|-|-----|-||||---|||-|||-|---|||--||||---|||||||||||||-|-|--------------|------|---------|----------------|-||||||-|||||||||||||||||-||||||||||||||----------|-----|||--|-|--|--|--|---|---|-----|----|-|-------|||-|-||----|||---||----||--------|---|--|-||||-|||||||||||||-|||||||||-|-||-|||||||--||-||| 
 563 ; 844 ; COG0704 ; P ;Phosphate uptake regulator; |||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|-||||||-|||-|||||||-||||-||||||||||--|||||-|||||||||||||||||||||-||||-|||||||-||||||-|||||||||||--||||-----|-------------------------------------|---||||-||------|||||||||-|||||||-||-|||||||||-|||--|||-||||||||||||-|||||-||||||||||||||||||||||||||-||||-|||||||||||-|||||||||||-||||-|||||||||-|||--|-||||----|-|-||||||||||-|||||||||||-|||||-|||||||||||||---|||||-|||||||||||||||--|||||||-|--|||||||||||||||||||||||-||||||--|||||||||||||-||||-||-|||||||||||||||||||||-|||||||--|-||||||||-|-||||||-----||||-||||||--||||||----||||||||-|-||||||--||||-|||-||||||||||--||||||-|||||-||||-|-|||||||||-|||-|||||||||||||||||-|||||||||||||||------| 
 617 ; 719 ; COG0706 ; M ;Membrane protein insertase Oxa1/YidC/SpoIIIJ, required for the localization of integral membrane proteins; -----------------------------------------------------------------------------------||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||-|||||||||||||||||||||-|||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||-||-||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| 
 583 ; 827 ; COG0711 ; C ;FoF1-type ATP synthase, membrane subunit b or b'; --------------------------------------------------|--------------------------------||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||-|||||||||||||||||||||||||||||||||-|||||||||||||||||||--||-|||||||||||||||||||||||||||||||||||||||||-----|-||||||||||||||||||||||||||||||||||||--||||||||||||||--||-|||||||-||||||||-||||||||-|||--|-||||-|||||||||||||||||-|||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||-||-||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||-|||||||||||||||||||||||||||||-|||||||||||||||||||-|||||||||||||||||||||||||-||---|-----||||||||-||||||||-||||||||||||||--|||| 
 576 ; 604 ; COG0712 ; C ;FoF1-type ATP synthase, delta subunit; -----------------------------------------------------------------------------------||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||-||||||||||||||||||||||||||||||||--|||||||||||||||||||--||-|||||||||||||||||||||||||||||||||||||||||-------||||||||||||||||||||||||||||||||||||--||||||||-|||||--||-|||||||-||||||||-||||||||-|||--|-||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||-|||||||||||||||||||-||-||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||-|||||||||||||||||||||||||||||-|||||||||||||||||||-|||||||||||||||||||||||||-||---|-----||||||||-|||||-|--|||||||||||||---|||| 
 558 ; 566 ; COG0721 ; J ;Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit; |-||--|||||-|-||-----||||||||||||||||||||-|---|---||||||||||||||||-------|--|-||--|||||||||||||||||-|||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||---------||||||||||||------|-----|----------||||-|-|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||--||||--|||||||||-|||||||||-|--|||||||||||||--|||--|--|||||||||||||||||||||||||||||||||||||||-||||||-||||||||-||||||||||||||||||||||||||||||-||||||||||-||||||||||||||||||||||-|||-|||||||||||||||-||-|-|||||||||||||||||||||||||||||||||||||||---|-||-|-----||--|-|-||---------|---||||----|--|||||||--|---------|--|-----||----|-|-|||||||-|------|||-|||||||||||||||||||||||||||||||||||||||||--||| 
 564 ; 2056 ; COG0726 ; GM ;Peptidoglycan/xylan/chitin deacetylase, PgdA/CDA1 family; -|-||-|||----|--|-|||--||||||-|||-|||||-||--------|||----||--||-|-||-|---||-|--||--||||-||-||||||-|-|-|-|||||-||||-|--|-|-|-||-||||||||||||||||||||||||||-|||||-|||-||||||||-||||||||||||||||||||-|||||||||||||||---|||||||||||--|--|--|-|-|-||||||-|||||||||||||||-|||-||||||||||||-|||||||||||||||||||||||||||-|-||||||||-||||-|||||||||||||||||-||||||||||||||||||||||||||--|----|--|||||||||||||||||||||-|||-|||||||-|||||-|||||-||||||||--|||||-|||||||||||-|||--|||||||-||||||||||||||||||||||||||-|||--|--|||||||||||||-||||-||-||||||||||-||||||||||||||||||-|||||||||||||-||||||-|---||-|||||-||||||||||--|-||||||||||-||||-|--||||-|||-||||||||||--||||||||||||-|-||-||||||--|||-||-|||----||||||||--||-||||||||--||||--|||-| 
 468 ; 496 ; COG0736 ; I ;Phosphopantetheinyl transferase (holo-ACP synthase); -----------------------|-------|--------------------------|------------------------||||-|-|||-|||-||||||||||||||--|||-|||||||||-|||-||||-||||-|||||-||||||||||-||-|||||||||-----------|--------------|-|------||-------|---|------|||||||||||||||||||||------|-------||---||-----|-|-||||||||||||||||||||||||||||||||||||||||-||||-||||||-|||-|||-||||||||||-|-|||||||||||||-||||||||||-||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||-||||||||||||||-||||-||-|--||||-||---|-|-||-|||||||||||||||||||-|----||-|-|-||---|-||-|-|||||||||---|--|||||||-|--|--|--|||-|-|||-||-|---||-||-||||-||--|||-|--|||-|-||-|||||||-|||||||||-|||||||||--|||-|||-||||--||--| 
 600 ; 670 ; COG0742 ; J ;16S rRNA G966 N2-methylase RsmD; --------------------|---------------------------------------------|----------------||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||-||||||||-|||||||---------||-|-||||||||||||||||--||||||||||--||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||--||||-|||||||||||||||||||||||||||||||||||||||-|||||||||||||-||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||-|||||||||||||||||||||||-|||||| 
 605 ; 706 ; COG0749 ; L ;DNA polymerase I - 3'-5' exonuclease and polymerase domains; ------------------------------------------------------|---------------------|------||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||-||||||||||||||||--|||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||-||||||||--||||-|||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||-||||-||-||||||||||||||||||||||||||||||||||||||||||||||||||-||--||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||-||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||--||-|||||| 
 685 ; 872 ; COG0750 ; OK ;Membrane-associated protease RseP, regulator of RpoE activity; |||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||-||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||--|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||-||||||||||||||||||||||||||||||||||||-|----|--|||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||-||||||||||||||-||||-||-|||||||||||||||||||||||||||||||||||||||||||||||||||||--|||||||||||||||||||-|||||||||||||||||||||-||||||||-||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| 
 581 ; 658 ; COG0758 ; L ;Predicted Rossmann fold nucleotide-binding protein DprA/Smf involved in DNA uptake; -------|-----------|--|-----------|---------------------|-----------|----------|---|||||||-||||||||||||||||||||||||||-|||||||||||||||-|||||-|||||||||||-||||||||||||||||||||-||||||||||||||||||||-||||||||||||||||--|||||||||||||||||||--||--||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||-|||||||||||||||||||||||||||||||||||||||-|||||||||||-||||||||||||||--|------|||||||||||||||||||||||-||||||||||||||||-||||||||||||||-|||||||||||-|||||||||||-|||||||-||||||||||||||||||||||||||-||||||-||||||||||||||-||||-||-|-||||||||||||||||||||||||||||||||||||||||||||||||-|---|||||||||||--||||||-|||||||-|||||||||||||-||||||||-||||||||||--||||||-||||||||||-|-|||||||||||||||||||||||||||||-||||||||||||||||||||-||| 
 409 ; 593 ; COG0775 ; F ;Nucleoside phosphorylase; -|-|----------------------------------------------|----------------------|---------|||||||--|--|-|-|-|||||--|||-|||-|-----||||-|-|||--|-||-|||-||-||-|-|||||-----|-----------|||-|||--||-|||--|||-|--|-----|----|---|--|||||||---|-----|----|---------||||||-|-|--||--|--||--|||||||-||||||||||||||||||||-|||||||||||||||||||||--|||-|||||--||-|||||||------|-||--|-----|-||||-|----|-|||----|||||-|||||||||-|||-|||||||-|||||-|||||-|-||||||--|||||-||-||||||-|||||--|||||||-|--||-||||--||-|-||--|-||-|||---|-||||||||||||----||--||-||||||-||||||||||||----|||-|||||||||||||||||-|--||||-|-||||-|-||-|||||||||||||-|-||--|-||-|||-|--||||||||-||||--|||-|--||||-|--|-|||-||-||-|-||||||||-----||-|||||-||||||-|||---||||--|-||------ 
 598 ; 1702 ; COG0776 ; L ;Bacterial nucleoid DNA-binding protein; -------------------------|--------------------------------------------|||-||-------|||||||-|||-|-||-|||-||||----|||||-|||||||||||||||||||||-||||||||-||--|||||||||||||||||||||||||||||||||||||||||||||||||||||||||--|||||||||||||||||||||||||--|||--|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||-||||-||-||||||||||||||||||||||||||||||||||||||||||||||||||||-|-|||||||||||||||||||||||||||||||||||||||||-||||||||-||||||||||-||||||||||||||||||||||||||-|||||||||||||||||-|||||||||||||||||||||||||||--| 
